gene	transcript	cell_lines	overall_direction	myeloid_direction	myeloid_corr	myeloid_pval	myeloid_n	cns_direction	cns_corr	cns_pval	cns_n
IFT80	IFT80 (ENST00000463240)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.327744557641601	0.002649002783619064	173
IFT80	IFT80 (ENST00000466326)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3740377302231697	5.369529968463737e-4	173
IFT80	IFT80 (ENST00000468218)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4179768255837936	9.333564572738531e-5	173
IFT80	IFT80 (ENST00000472555)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.41784193722799373	9.387394874003276e-5	173
IFT80	IFT80 (ENST00000483465)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.38505981667526223	3.54103764625858e-4	173
IFT80	IFT80 (ENST00000487943)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.46909442929148415	8.776920310451716e-6	173
IFT80	IFT80 (ENST00000496589)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3935244979840535	2.5463381510726596e-4	173
IGSF9B	IGSF9B (ENST00000526663)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3501964799723595	0.0012585774009250057	173
IK	IK (ENST00000417647)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.43453997402547234	4.520618545712876e-5	173
IK	IK (ENST00000515592)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3441429201806429	0.0015465651479963617	173
IKBKG	IKBKG (ENST00000413620)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33314308470321397	0.0022259972523207485	173
IKZF5	IKZF5 (ENST00000368886)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3013630891751238	0.005935203917293107	173
IKZF5	IKZF5 (ENST00000496605)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.44512356960587246	2.7879747112657217e-5	173
IL12A-AS1	IL12A-AS1 (ENST00000661085)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31000204609665194	0.004593013920111609	173
IL15RA	IL15RA (ENST00000429135)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3193103334321321	0.00345512109739541	173
IL16	IL16 (ENST00000394652)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3028033973989416	0.005689813625173165	173
IL16	IL16 (ENST00000560115)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3021157262237694	0.005805831663772336	173
IL16	IL16 (ENST00000683961)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.303558766537719	0.0055647426949955794	173
IL1R1	IL1R1 (ENST00000409589)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3120111601811101	0.004322521464414233	173
IL1R1	IL1R1 (ENST00000410023)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35868695031098713	9.362120614637374e-4	173
IL1R2	IL1R2 (ENST00000482658)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.314975011170752	0.003949340071841201	173
IL1RAP	IL1RAP (ENST00000317757)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3130767590456622	0.004184886962608179	173
IL1RN	IL1RN (ENST00000354115)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3267400010944142	0.0027352335571118043	173
IL2RA	IL2RA (ENST00000379954)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3075140263402388	0.004948758459950234	173
IL31RA	IL31RA (ENST00000354961)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3030028717954658	0.0056565460929469	173
IL37	IL37 (ENST00000311328)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31955348932483424	0.003429113665769091	173
IMPDH2	IMPDH2 (ENST00000677740)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.42073697681261185	8.29294082496104e-5	173
IMPDH2	IMPDH2 (ENST00000678177)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.37491563885585605	5.197166212351581e-4	173
INF2	INF2 (ENST00000675424)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31190056775040403	0.0043370338514780275	173
ING4	ING4 (ENST00000488381)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4420511293631474	3.2132459502467404e-5	173
INIP	INIP (ENST00000374242)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3147002781535711	0.003982682633090193	173
INO80E	INO80E (ENST00000304516)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3567501817553206	0.001002302275595001	173
INO80E	INO80E (ENST00000563040)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30266590369696067	0.005712844943896737	173
INPP5E	INPP5E (ENST00000676019)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3422254222677746	0.0016494862593005137	173
INPP5F	INPP5F (ENST00000650305)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.32533456175726294	0.002860097720270636	173
INPPL1	INPPL1 (ENST00000541303)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3037001417387152	0.005541606649753759	173
INPPL1	INPPL1 (ENST00000545355)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4215421254739755	8.010300165952182e-5	173
INSIG2	INSIG2 (ENST00000245787)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3670181951706813	6.947284467801086e-4	173
INSYN2A	INSYN2A (ENST00000614311)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30340687590511844	0.005589694833605753	173
INTS10	INTS10 (ENST00000520827)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.31206335593508006	0.0043156871413223994	173
INTS4	INTS4 (ENST00000534064)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4010272083069458	1.8868251760324636e-4	173
INTS6	INTS6 (ENST00000442263)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.336737976674428	0.001979072788675014	173
INTS6L	INTS6L (ENST00000370752)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3400049210856124	0.0017763675558596322	173
INTS8	INTS8 (ENST00000522261)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31192421583161667	0.004333927017104602	173
IP6K1	IP6K1 (ENST00000495798)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3232167375632758	0.003057906007191511	173
IP6K2	IP6K2 (ENST00000476645)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3116660148836205	0.004367956327528341	173
IP6K2	IP6K2 (ENST00000491686)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36066341256399687	8.728737711025668e-4	173
IPO11	IPO11 (ENST00000502862)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3149093137427886	0.0039572906379796045	173
IPO13	IPO13 (ENST00000372343)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4008178179115576	1.9028603293012517e-4	173
IPP	IPP (ENST00000461718)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36764988161958856	6.789686273117945e-4	173
IPP	IPP (ENST00000495072)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.33227760662074496	0.0022894353745756594	173
IQCA1	IQCA1 (ENST00000418802)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3198442239653971	0.0033982468856773693	173
IQCG	IQCG (ENST00000493624)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3193184777934096	0.0034542471512911095	173
IRAK4	IRAK4 (ENST00000547928)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31747019015788236	0.0036577171533657775	173
IRF1	IRF1 (ENST00000681595)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.34283229983529195	0.0016162626352754052	173
IRF1-AS1	IRF1-AS1 (ENST00000612967)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3014511876459962	0.005919929939031503	173
IRF2BP2	IRF2BP2 (ENST00000491430)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3074392199134857	0.00495982299962644	173
IRF3	IRF3 (ENST00000597180)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33006246895939173	0.002459265449048006	173
ISLR2	ISLR2 (ENST00000567206)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3004628377942688	0.006093292351466033	173
ISM2	ISM2 (ENST00000487738)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.3052676063283995	0.005290740338866767	173
IST1	IST1 (ENST00000329908)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.37147028927697134	5.904025468084483e-4	173
IST1	IST1 (ENST00000537571)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33002438109289783	0.0024622819334372144	173
IST1	IST1 (ENST00000541180)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.37160652015480816	5.874487150671224e-4	173
ITCH	ITCH (ENST00000374864)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30529895460666384	0.00528582752688681	173
ITFG1	ITFG1 (ENST00000563350)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3332763543237102	0.0022163704764318454	173
ITGA5	ITGA5 (ENST00000552387)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31070500990027217	0.0044967083493194305	173
ITGA9-AS1	ITGA9-AS1 (ENST00000420870)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33315032288701957	0.002225473435911227	173
ITGB1BP1	ITGB1BP1 (ENST00000359712)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36815727458749353	6.665466473123548e-4	173
ITGB3BP	ITGB3BP (ENST00000460251)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.40579685743993604	1.5536519662953674e-4	173
ITGB3BP	ITGB3BP (ENST00000465781)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4435843923515801	2.9939866742576893e-5	173
ITGB3BP	ITGB3BP (ENST00000489863)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31181763719483363	0.004347944749927209	173
ITGB8	ITGB8 (ENST00000222573)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3263115692890004	0.002772769043796	173
ITGB8	ITGB8 (ENST00000477859)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30381307982233985	0.005523185565621567	173
ITIH4	ITIH4 (ENST00000471505)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.41990478803599773	8.594768416318063e-5	173
ITM2B	ITM2B (ENST00000648312)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3189200555723154	0.0034972327139977896	173
ITPR1	ITPR1 (ENST00000467545)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31469962394569934	0.003982762328381054	173
ITPR1	ITPR1 (ENST00000647900)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31175597517443315	0.004356073234233014	173
ITPRID2	ITPRID2 (ENST00000491720)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31453679153103703	0.0040026427284072345	173
ITPRIP	ITPRIP (ENST00000278071)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36668430040174554	7.031927818891939e-4	173
ITPRIP	ITPRIP (ENST00000337478)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3657976629011208	7.261275728308974e-4	173
JKAMP	JKAMP (ENST00000553941)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3127003880956387	0.0042330475921873245	173
JMJD1C	JMJD1C (ENST00000633035)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3015927910344898	0.005895452416824158	173
JMJD1C	JMJD1C (ENST00000639129)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36702535489630866	6.945479671464975e-4	173
JMJD4	JMJD4 (ENST00000480590)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.42763275123928013	6.144511926580646e-5	173
JMJD6	JMJD6 (ENST00000303996)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3125509756282682	0.004252302824823309	173
JMJD6	JMJD6 (ENST00000397625)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.39297381745698445	2.6022574963592104e-4	173
JMJD6	JMJD6 (ENST00000445478)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3499498822989149	0.001269286841988619	173
JMJD8	JMJD8 (ENST00000568689)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3245153884380101	0.0029352084436410405	173
JMJD8	JMJD8 (ENST00000609261)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33105207483538496	0.0023820443197487447	173
JUN	JUN (ENST00000371222)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3373104268644628	0.0019421145743862371	173
KANSL1	KANSL1 (ENST00000571698)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.36189605416518067	8.35371691247543e-4	173
KANSL1L	KANSL1L (ENST00000281772)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33422083737615077	0.0021492111146953923	173
KANSL1L	KANSL1L (ENST00000453904)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.43396647806239447	4.638470492063475e-5	173
KARS1	KARS1 (ENST00000568682)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3037436687814161	0.005534500617033302	173
KAT2B	KAT2B (ENST00000263754)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3912833941441582	2.781044496604624e-4	173
KAT7	KAT7 (ENST00000424009)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3450910629437889	0.0014978490950031177	173
KBTBD2	KBTBD2 (ENST00000452926)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3798607461229656	4.317240837031183e-4	173
KCNAB2	KCNAB2 (ENST00000389632)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30042884304336703	0.006099334212160279	173
KCNAB2	KCNAB2 (ENST00000462676)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30079214725000203	0.006035037624083223	173
KCNE1	KCNE1 (ENST00000683028)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.30423280383453305	0.005455199537729886	173
KCNIP4	KCNIP4 (ENST00000359001)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.3165512951345488	0.0037627991130027034	173
KCNMA1	KCNMA1 (ENST00000638632)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3271976787908462	0.0026956394718568263	173
KCNMA1-AS1	KCNMA1-AS1 (ENST00000429850)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3161717799900318	0.0038069789350115048	173
KCNN2	KCNN2 (ENST00000512927)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.34076152776129953	0.001732178711822669	173
KCNT1	KCNT1 (ENST00000675102)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3231437663920907	0.003064934603000911	173
KCTD18	KCTD18 (ENST00000359878)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.48159264545311203	4.6374423929082085e-6	173
KCTD19	KCTD19 (ENST00000567976)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.31507738669643537	0.003936979161251572	173
KCTD19	KCTD19 (ENST00000568736)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.30167098520014346	0.005881974183406698	173
KCTD19	KCTD19 (ENST00000569333)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.31411410670610823	0.004054661919672424	173
KCTD2	KCTD2 (ENST00000375286)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3443535003481315	0.0015356234392540154	173
KCTD21	KCTD21 (ENST00000340067)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.5034052301928238	1.431593829523153e-6	173
KCTD21-AS1	KCTD21-AS1 (ENST00000663331)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30777489889645393	0.004910344227140289	173
KCTD5	KCTD5 (ENST00000301738)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35219202862915516	0.001174878648104136	173
KDM2A	KDM2A (ENST00000524657)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35149416158186786	0.0012035573424684252	173
KDM2A	KDM2A (ENST00000529006)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3424851897918787	0.001635190503432604	173
KDM4A	KDM4A (ENST00000372396)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.34308094271594974	0.0016028260182342035	173
KDM4A	KDM4A (ENST00000485249)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3202618870233426	0.00335433862799982	173
KF459542.1	KF459542.1 (ENST00000450908)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3510022963779461	0.0012241499750398226	173
KIAA0319L	KIAA0319L (ENST00000470388)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35156079091722725	0.0012007920863694587	173
KIAA0408	KIAA0408 (ENST00000368281)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.32692249438491483	0.002719383852371864	173
KIAA0408	KIAA0408 (ENST00000465254)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35332262945364296	0.0011297292613244923	173
KIAA0408	KIAA0408 (ENST00000487331)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.34720385000783266	0.0013942451743637308	173
KIAA0586	KIAA0586 (ENST00000557392)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3198006534386531	0.0034028568257395103	173
KIAA0895L	KIAA0895L (ENST00000561621)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.337658639902291	0.0019199386642878458	173
KIAA0895L	KIAA0895L (ENST00000561679)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.351834792846441	0.001189480856773776	173
KIAA0895L	KIAA0895L (ENST00000563831)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.32260242475367545	0.003117529653996396	173
KIAA0895L	KIAA0895L (ENST00000563902)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33733920773089177	0.0019402729603880083	173
KIAA1109	KIAA1109 (ENST00000306802)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3829868500876388	3.833726303683951e-4	173
KIAA1109	KIAA1109 (ENST00000419325)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33420159274617034	0.0021505610685275843	173
KIDINS220	KIDINS220 (ENST00000488729)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31448148341704335	0.004009415441876494	173
KIF13A	KIF13A (ENST00000502297)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3099085668476432	0.004605957591879688	173
KIF13A	KIF13A (ENST00000503342)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.35067434017629107	0.0012380571564160464	173
KIF15	KIF15 (ENST00000453693)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3120207575919295	0.004321264092372464	173
KIF17	KIF17 (ENST00000493818)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.31686880623845626	0.003726189076109635	173
KIF18A	KIF18A (ENST00000533466)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3285619698100974	0.0025806438194643628	173
KIF1A	KIF1A (ENST00000428768)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3344735352277623	0.0021315556816694325	173
KIF20B	KIF20B (ENST00000371728)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.304667920311036	0.005385503640109265	173
KIF23	KIF23 (ENST00000559944)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3628771168149642	8.065781268416486e-4	173
KIF25	KIF25 (ENST00000643607)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.3218459073397708	0.00319238270945536	173
KIF2C	KIF2C (ENST00000372224)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33366373835919133	0.0021885998187389628	173
KIF3B	KIF3B (ENST00000375712)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3411224844238369	0.0017114488534597126	173
KIFBP	KIFBP (ENST00000635971)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3101578100539622	0.004571517729503168	173
KIFC3	KIFC3 (ENST00000569112)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3306194646534022	0.002415529857192066	173
KIR3DX1	KIR3DX1 (ENST00000434659)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.31372428619343196	0.004103169258731472	173
KLC1	KLC1 (ENST00000555856)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3652983166212479	7.393422984461705e-4	173
KLC2	KLC2 (ENST00000534023)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.4365377609507411	4.131479551710916e-5	173
KLF7	KLF7 (ENST00000412414)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33680124828740665	0.0019749569804103913	173
KLHDC9	KLHDC9 (ENST00000475934)	CNS/Brain	negative	not_significant	NA	NA	NA	negative	-0.32772087394408966	0.0026510073947483984	173
KLHL10	KLHL10 (ENST00000448203)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.30422827549051623	0.005455929056897671	173
KLHL21	KLHL21 (ENST00000377658)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.41241151624193106	1.1809169809602274e-4	173
KLHL24	KLHL24 (ENST00000454652)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3027732982637808	0.005694848440359794	173
KLHL28	KLHL28 (ENST00000579157)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3000496742441891	0.006167083238080234	173
KLRA1P	KLRA1P (ENST00000510134)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.3063864753197768	0.005117877700823744	173
KMT2A	KMT2A (ENST00000649690)	CNS/Brain	positive	not_significant	NA	NA	NA	positive	0.33561924197852744	0.00205313332841601	173
